datetime,symbol,exchange,interval,datetime,open,high,low,close,volume,turnover,transaction,open_interest,ZigZag,ZigZag_Change,淨值比,淨值比最大值,淨值比最小值,淨值,每股盈餘,每股盈餘_TTM,每股盈餘_TTM_YoY,每股盈餘_TTM_Change,每股盈餘_YTD_YoY,本益比,本益比最大值,本益比最小值
2016-03-18,2330,twse,d,2016-03-18,158.5,159.5,158.5,159.5,57866711,0.2231,12106,0,,,3.2287820441787276,3.2287820441787276,3.208538896566322,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.152617568766638,14.152617568766638,14.063886424134871
2016-03-21,2330,twse,d,2016-03-21,160.0,160.0,158.0,160.0,27687094,0.1067,9380,0,,,3.2389036179849304,3.2389036179849304,3.1984173227601187,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.196983141082521,14.196983141082521,14.019520851818989
2016-03-22,2330,twse,d,2016-03-22,159.5,159.5,157.0,158.5,29303958,0.113,11945,0,,,3.208538896566322,3.2287820441787276,3.178174175147713,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.063886424134871,14.152617568766638,13.930789707187223
2016-03-23,2330,twse,d,2016-03-23,158.5,159.5,158.0,159.5,29439666,0.1135,8670,0,,,3.2287820441787276,3.2287820441787276,3.1984173227601187,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.152617568766638,14.152617568766638,14.019520851818989
2016-03-24,2330,twse,d,2016-03-24,158.0,159.0,157.0,158.5,25198949,0.0971,8841,0,,,3.208538896566322,3.218660470372525,3.178174175147713,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.063886424134871,14.108251996450754,13.930789707187223
2016-03-25,2330,twse,d,2016-03-25,158.5,159.0,157.0,158.0,10970033,0.0423,5593,0,,,3.1984173227601187,3.218660470372525,3.178174175147713,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.019520851818989,14.108251996450754,13.930789707187223
2016-03-28,2330,twse,d,2016-03-28,158.0,159.0,157.0,159.0,15857144,0.0611,6212,0,,,3.218660470372525,3.218660470372525,3.178174175147713,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.108251996450754,14.108251996450754,13.930789707187223
2016-03-29,2330,twse,d,2016-03-29,158.5,159.5,158.0,159.0,19152246,0.0738,7098,0,,,3.218660470372525,3.2287820441787276,3.1984173227601187,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.108251996450754,14.152617568766638,14.019520851818989
2016-03-30,2330,twse,d,2016-03-30,158.5,162.0,158.5,161.5,46113332,0.1778,14484,0,,,3.2692683394035393,3.279389913209742,3.208538896566322,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.33007985803017,14.374445430346052,14.063886424134871
2016-03-31,2330,twse,d,2016-03-31,162.0,163.0,159.0,162.0,54094182,0.2086,14511,0,163.0,0.4488888888888889,3.279389913209742,3.299633060822148,3.218660470372525,49.39943229911339,2.5,11.27,-0.009666080843585223,-0.04653130287648055,-0.180327868852459,14.374445430346052,14.463176574977817,14.108251996450754
2016-04-01,2330,twse,d,2016-04-01,161.0,161.0,157.5,158.5,34544879,0.1332,10001,0,,,3.4326058414651657,3.4867478894378023,3.410949022276111,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.396003633060852,14.623069936421434,14.305177111716619
2016-04-06,2330,twse,d,2016-04-06,155.5,156.0,153.5,153.5,63133315,0.2434,19206,0,,,3.3243217455198923,3.378463793492529,3.3243217455198923,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.941871026339689,14.16893732970027,13.941871026339689
2016-04-07,2330,twse,d,2016-04-07,155.0,155.0,152.5,154.5,35933073,0.1385,10086,0,,,3.345978564708947,3.356806974303474,3.3026649263308374,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.032697547683922,14.078110808356039,13.851044504995457
2016-04-08,2330,twse,d,2016-04-08,154.0,158.0,154.0,157.5,42324696,0.1632,12800,0,,,3.410949022276111,3.4217774318706384,3.3351501551144196,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.305177111716619,14.350590372388735,13.987284287011805
2016-04-11,2330,twse,d,2016-04-11,156.0,159.0,155.5,158.5,23189461,0.0894,6917,0,,,3.4326058414651657,3.443434251059693,3.3676353838980018,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.396003633060852,14.441416893732969,14.123524069028154
2016-04-12,2330,twse,d,2016-04-12,157.5,159.5,157.5,158.5,14877049,0.0573,4707,0,,,3.4326058414651657,3.45426266065422,3.410949022276111,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.396003633060852,14.486830154405084,14.305177111716619
2016-04-13,2330,twse,d,2016-04-13,160.0,162.0,159.5,161.5,40333113,0.1555,12488,0,,,3.4975762990323296,3.508404708626857,3.45426266065422,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.668483197093549,14.713896457765665,14.486830154405084
2016-04-14,2330,twse,d,2016-04-14,162.0,162.5,160.0,161.5,31377056,0.121,10380,0,,,3.4975762990323296,3.5192331182213845,3.465091070248748,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.668483197093549,14.759309718437782,14.5322434150772
2016-04-15,2330,twse,d,2016-04-15,157.0,160.0,156.0,159.5,50339512,0.1941,17202,0,,,3.45426266065422,3.465091070248748,3.378463793492529,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.486830154405084,14.5322434150772,14.16893732970027
2016-04-18,2330,twse,d,2016-04-18,158.0,158.5,157.5,158.0,20876425,0.0805,7888,0,,,3.4217774318706384,3.4326058414651657,3.410949022276111,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.350590372388735,14.396003633060852,14.305177111716619
2016-04-19,2330,twse,d,2016-04-19,160.0,161.0,157.0,157.5,27622018,0.1065,9884,0,,,3.410949022276111,3.4867478894378023,3.4001206126815835,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.305177111716619,14.623069936421434,14.259763851044504
2016-04-20,2330,twse,d,2016-04-20,157.5,158.0,154.0,154.0,43418112,0.1674,16130,0,,,3.3351501551144196,3.4217774318706384,3.3351501551144196,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.987284287011805,14.350590372388735,13.987284287011805
2016-04-21,2330,twse,d,2016-04-21,156.0,157.0,154.0,157.0,30419233,0.1173,11654,0,,,3.4001206126815835,3.4001206126815835,3.3351501551144196,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.259763851044504,14.259763851044504,13.987284287011805
2016-04-22,2330,twse,d,2016-04-22,155.5,158.0,155.0,156.5,29237052,0.1127,6485,0,,,3.3892922030870563,3.4217774318706384,3.356806974303474,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.214350590372387,14.350590372388735,14.078110808356039
2016-04-25,2330,twse,d,2016-04-25,156.5,157.5,156.0,157.5,14669483,0.0565,5007,0,,,3.410949022276111,3.410949022276111,3.378463793492529,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.305177111716619,14.305177111716619,14.16893732970027
2016-04-26,2330,twse,d,2016-04-26,156.5,158.5,156.5,158.0,18539344,0.0714,5208,0,,,3.4217774318706384,3.4326058414651657,3.3892922030870563,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.350590372388735,14.396003633060852,14.214350590372387
2016-04-27,2330,twse,d,2016-04-27,156.0,157.5,155.5,156.5,36967022,0.1425,6783,0,,,3.3892922030870563,3.410949022276111,3.3676353838980018,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.214350590372387,14.305177111716619,14.123524069028154
2016-04-28,2330,twse,d,2016-04-28,157.5,158.0,153.0,153.0,49282820,0.19,15032,0,,,3.313493335925365,3.4217774318706384,3.313493335925365,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.896457765667574,14.350590372388735,13.896457765667574
2016-04-29,2330,twse,d,2016-04-29,151.0,151.0,149.0,150.0,75959754,0.2929,18838,0,,,3.2485228783582007,3.2701796975472557,3.2268660591691463,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.623978201634875,13.714804722979109,13.533151680290644
2016-05-03,2330,twse,d,2016-05-03,148.0,148.5,146.5,147.5,68909160,0.2657,21279,0,,,3.194380830385564,3.216037649574619,3.1727240111965096,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.396911898274293,13.487738419618527,13.306085376930062
2016-05-04,2330,twse,d,2016-05-04,147.0,149.0,146.5,147.0,55586383,0.2143,13521,0,,,3.183552420791037,3.2268660591691463,3.1727240111965096,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.351498637602178,13.533151680290644,13.306085376930062
2016-05-05,2330,twse,d,2016-05-05,147.5,148.5,146.0,147.5,40687466,0.1569,9466,0,,,3.194380830385564,3.216037649574619,3.1618956016019824,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.396911898274293,13.487738419618527,13.260672116257945
2016-05-06,2330,twse,d,2016-05-06,148.5,148.5,147.0,148.0,39401142,0.1519,8372,0,,,3.2052092399800918,3.216037649574619,3.183552420791037,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.44232515894641,13.487738419618527,13.351498637602178
2016-05-09,2330,twse,d,2016-05-09,148.5,149.0,146.5,147.5,39783802,0.1534,12836,0,,,3.194380830385564,3.2268660591691463,3.1727240111965096,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.396911898274293,13.533151680290644,13.306085376930062
2016-05-10,2330,twse,d,2016-05-10,147.0,148.0,146.5,147.0,39210189,0.1512,8956,0,,,3.183552420791037,3.2052092399800918,3.1727240111965096,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.351498637602178,13.44232515894641,13.306085376930062
2016-05-11,2330,twse,d,2016-05-11,148.5,149.0,146.5,147.0,45610564,0.1758,11477,0,,,3.183552420791037,3.2268660591691463,3.1727240111965096,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.351498637602178,13.533151680290644,13.306085376930062
2016-05-12,2330,twse,d,2016-05-12,147.0,148.0,146.0,146.0,24008945,0.0925,7183,0,,,3.1618956016019824,3.2052092399800918,3.1618956016019824,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.260672116257945,13.44232515894641,13.260672116257945
2016-05-13,2330,twse,d,2016-05-13,145.0,145.5,143.0,144.0,60713306,0.2341,19508,0,143.0,-0.12269938650306744,3.118581963223873,3.151067192007455,3.096925144034818,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.07901907356948,13.215258855585828,12.988192552225248
2016-05-16,2330,twse,d,2016-05-16,143.0,145.5,143.0,144.5,32239094,0.1243,9667,0,,,3.1294103728184,3.151067192007455,3.096925144034818,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.124432334241597,13.215258855585828,12.988192552225248
2016-05-17,2330,twse,d,2016-05-17,145.5,147.0,145.0,147.0,32716713,0.1261,8501,0,,,3.183552420791037,3.183552420791037,3.1402387824129274,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.351498637602178,13.351498637602178,13.169845594913713
2016-05-18,2330,twse,d,2016-05-18,146.0,147.0,145.0,147.0,31106657,0.1199,9452,0,,,3.183552420791037,3.183552420791037,3.1402387824129274,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.351498637602178,13.351498637602178,13.169845594913713
2016-05-19,2330,twse,d,2016-05-19,148.0,148.5,145.5,147.0,35192869,0.1357,8803,0,,,3.183552420791037,3.216037649574619,3.151067192007455,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.351498637602178,13.487738419618527,13.215258855585828
2016-05-20,2330,twse,d,2016-05-20,147.5,149.5,147.0,148.5,38046045,0.1467,9513,0,,,3.216037649574619,3.2376944687636735,3.183552420791037,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.487738419618527,13.578564940962758,13.351498637602178
2016-05-23,2330,twse,d,2016-05-23,150.5,154.5,149.5,154.0,50174359,0.1934,16914,0,,,3.3351501551144196,3.345978564708947,3.2376944687636735,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.987284287011805,14.032697547683922,13.578564940962758
2016-05-24,2330,twse,d,2016-05-24,152.5,153.5,151.0,151.0,25677620,0.099,8713,0,,,3.2701796975472557,3.3243217455198923,3.2701796975472557,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,13.714804722979109,13.941871026339689,13.714804722979109
2016-05-25,2330,twse,d,2016-05-25,153.5,155.0,152.5,154.5,35410557,0.1365,10548,0,,,3.345978564708947,3.356806974303474,3.3026649263308374,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.032697547683922,14.078110808356039,13.851044504995457
2016-05-26,2330,twse,d,2016-05-26,154.5,155.0,153.5,155.0,18822152,0.0725,8493,0,,,3.356806974303474,3.356806974303474,3.3243217455198923,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.078110808356039,14.078110808356039,13.941871026339689
2016-05-27,2330,twse,d,2016-05-27,156.0,156.5,154.5,156.5,26617621,0.1026,7672,0,,,3.3892922030870563,3.3892922030870563,3.345978564708947,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.214350590372387,14.214350590372387,14.032697547683922
2016-05-30,2330,twse,d,2016-05-30,157.0,158.0,155.0,157.0,38311828,0.1477,11762,0,,,3.4001206126815835,3.4217774318706384,3.356806974303474,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.259763851044504,14.350590372388735,14.078110808356039
2016-05-31,2330,twse,d,2016-05-31,156.5,157.5,155.0,156.5,70177201,0.2706,11056,0,,,3.3892922030870563,3.410949022276111,3.356806974303474,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.214350590372387,14.305177111716619,14.078110808356039
2016-06-01,2330,twse,d,2016-06-01,156.0,159.0,156.0,159.0,27743096,0.1069,9500,0,,,3.443434251059693,3.443434251059693,3.378463793492529,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.441416893732969,14.441416893732969,14.16893732970027
2016-06-02,2330,twse,d,2016-06-02,159.0,160.0,158.0,159.0,21999904,0.0848,7933,0,,,3.443434251059693,3.465091070248748,3.4217774318706384,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.441416893732969,14.5322434150772,14.350590372388735
2016-06-03,2330,twse,d,2016-06-03,159.0,160.5,159.0,160.5,32020341,0.1234,10969,0,,,3.475919479843275,3.475919479843275,3.443434251059693,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.577656675749317,14.577656675749317,14.441416893732969
2016-06-04,2330,twse,d,2016-06-04,160.0,160.0,159.5,160.0,2631269,0.0101,1428,0,,,3.465091070248748,3.465091070248748,3.45426266065422,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.5322434150772,14.5322434150772,14.486830154405084
2016-06-06,2330,twse,d,2016-06-06,161.0,162.0,160.0,161.0,28898951,0.1114,8667,0,,,3.4867478894378023,3.508404708626857,3.465091070248748,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.623069936421434,14.713896457765665,14.5322434150772
2016-06-07,2330,twse,d,2016-06-07,161.5,163.5,161.0,162.0,47573770,0.1834,12269,0,,,3.508404708626857,3.540889937410439,3.4867478894378023,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.713896457765665,14.850136239782014,14.623069936421434
2016-06-08,2330,twse,d,2016-06-08,164.0,166.0,163.5,165.5,45587946,0.1758,15173,0,,,3.5842035757885484,3.5950319853830757,3.540889937410439,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,15.031789282470479,15.077202543142596,14.850136239782014
2016-06-13,2330,twse,d,2016-06-13,161.0,162.5,161.0,162.0,54689228,0.2109,14466,0,,,3.508404708626857,3.5192331182213845,3.4867478894378023,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.713896457765665,14.759309718437782,14.623069936421434
2016-06-14,2330,twse,d,2016-06-14,161.0,163.0,161.0,162.0,27823266,0.1072,10951,0,,,3.508404708626857,3.5300615278159118,3.4867478894378023,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.713896457765665,14.804722979109899,14.623069936421434
2016-06-15,2330,twse,d,2016-06-15,162.0,163.0,161.0,163.0,29328888,0.1131,9142,0,,,3.5300615278159118,3.5300615278159118,3.4867478894378023,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.804722979109899,14.804722979109899,14.623069936421434
2016-06-16,2330,twse,d,2016-06-16,161.5,162.5,159.5,160.5,36957340,0.1425,7324,0,,,3.475919479843275,3.5192331182213845,3.45426266065422,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.577656675749317,14.759309718437782,14.486830154405084
2016-06-17,2330,twse,d,2016-06-17,162.5,164.5,162.0,163.0,31326264,0.1208,9885,0,,,3.5300615278159118,3.5625467565994935,3.508404708626857,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.804722979109899,14.940962761126247,14.713896457765665
2016-06-20,2330,twse,d,2016-06-20,164.5,165.0,163.0,163.0,24949407,0.0962,8639,0,,,3.5300615278159118,3.573375166194021,3.5300615278159118,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.804722979109899,14.986376021798362,14.804722979109899
2016-06-21,2330,twse,d,2016-06-21,164.0,165.5,163.5,165.5,28042486,0.1081,10369,0,,,3.5842035757885484,3.5842035757885484,3.540889937410439,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,15.031789282470479,15.031789282470479,14.850136239782014
2016-06-22,2330,twse,d,2016-06-22,164.5,166.0,163.5,166.0,30409069,0.1172,8180,0,,,3.5950319853830757,3.5950319853830757,3.540889937410439,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,15.077202543142596,15.077202543142596,14.850136239782014
2016-06-23,2330,twse,d,2016-06-23,165.5,166.0,164.0,164.0,22592551,0.0871,8298,0,,,3.5517183470049662,3.5950319853830757,3.5517183470049662,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.89554950045413,15.077202543142596,14.89554950045413
2016-06-24,2330,twse,d,2016-06-24,164.0,164.0,154.5,159.0,86994060,0.3354,27192,0,,,3.443434251059693,3.5517183470049662,3.345978564708947,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.441416893732969,14.89554950045413,14.032697547683922
2016-06-27,2330,twse,d,2016-06-27,154.5,156.0,154.0,155.5,43401750,0.1673,17925,0,,,3.3676353838980018,3.378463793492529,3.3351501551144196,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.123524069028154,14.16893732970027,13.987284287011805
2016-06-28,2330,twse,d,2016-06-28,155.5,157.5,155.0,157.0,39095886,0.1507,12685,0,,,3.4001206126815835,3.410949022276111,3.356806974303474,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.259763851044504,14.305177111716619,14.078110808356039
2016-06-29,2330,twse,d,2016-06-29,158.5,160.0,158.0,159.0,32131574,0.1239,12754,0,,,3.443434251059693,3.465091070248748,3.4217774318706384,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.441416893732969,14.5322434150772,14.350590372388735
2016-06-30,2330,twse,d,2016-06-30,161.0,163.0,159.5,162.5,42854433,0.1652,14833,0,,,3.5192331182213845,3.5300615278159118,3.45426266065422,46.17483256753599,2.8,11.010000000000002,-0.09308072487644126,-0.023070097604258932,-0.13256955810147297,14.759309718437782,14.804722979109899,14.486830154405084
2016-07-01,2330,twse,d,2016-07-01,164.5,166.0,163.5,166.0,36577822,0.141,13186,0,,,3.352650368668012,3.352650368668012,3.3021586462483126,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.032121724429414,14.032121724429414,13.820794590025358
2016-07-04,2330,twse,d,2016-07-04,165.5,166.5,164.5,166.0,25968655,0.1001,9484,0,,,3.352650368668012,3.3627487131519516,3.3223553352161925,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.032121724429414,14.074387151310226,13.90532544378698
2016-07-05,2330,twse,d,2016-07-05,165.0,165.5,164.0,164.0,16422882,0.0633,6930,0,,,3.3122569907322523,3.342552024184072,3.3122569907322523,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,13.863060016906168,13.989856297548602,13.863060016906168
2016-07-06,2330,twse,d,2016-07-06,163.0,163.0,160.5,161.5,35100107,0.1353,12026,0,,,3.2617652683125535,3.292060301764373,3.241568579344674,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,13.651732882502111,13.778529163144546,13.567202028740487
2016-07-07,2330,twse,d,2016-07-07,163.5,165.0,163.0,164.5,24442273,0.0942,9726,0,,,3.3223553352161925,3.3324536797001323,3.292060301764373,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,13.90532544378698,13.947590870667792,13.778529163144546
2016-07-11,2330,twse,d,2016-07-11,170.0,170.5,168.5,170.0,53434920,0.206,14951,0,,,3.43343712453953,3.4435354690234696,3.4031420910877106,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.370245139475907,14.412510566356717,14.243448858833473
2016-07-12,2330,twse,d,2016-07-12,171.0,171.5,169.5,171.0,42128936,0.1624,15021,0,,,3.45363381350741,3.4637321579913496,3.42333878005559,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.45477599323753,14.497041420118341,14.327979712595095
2016-07-13,2330,twse,d,2016-07-13,169.5,170.0,167.0,168.5,51719990,0.1994,17109,0,,,3.4031420910877106,3.43343712453953,3.3728470576358913,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.243448858833473,14.370245139475907,14.116652578191038
2016-07-14,2330,twse,d,2016-07-14,167.0,170.0,167.0,169.0,36131819,0.1393,12414,0,,,3.4132404355716504,3.43343712453953,3.3728470576358913,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.285714285714283,14.370245139475907,14.116652578191038
2016-07-15,2330,twse,d,2016-07-15,168.0,169.5,166.5,169.5,41822109,0.1612,13283,0,,,3.42333878005559,3.42333878005559,3.3627487131519516,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.327979712595095,14.327979712595095,14.074387151310226
2016-07-18,2330,twse,d,2016-07-18,168.0,170.0,168.0,169.5,24774059,0.0955,6898,0,,,3.42333878005559,3.43343712453953,3.393043746603771,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.327979712595095,14.370245139475907,14.20118343195266
2016-07-19,2330,twse,d,2016-07-19,170.5,170.5,169.0,170.5,43707370,0.1685,12495,0,,,3.4435354690234696,3.4435354690234696,3.4132404355716504,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.412510566356717,14.412510566356717,14.285714285714283
2016-07-20,2330,twse,d,2016-07-20,170.0,170.5,169.0,170.0,39076857,0.1506,14235,0,,,3.43343712453953,3.4435354690234696,3.4132404355716504,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.370245139475907,14.412510566356717,14.285714285714283
2016-07-21,2330,twse,d,2016-07-21,171.0,172.0,170.0,172.0,35220658,0.1358,12625,0,,,3.4738305024752894,3.4738305024752894,3.43343712453953,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.539306846999152,14.539306846999152,14.370245139475907
2016-07-22,2330,twse,d,2016-07-22,172.0,172.0,170.5,171.0,29804436,0.1149,9643,0,,,3.45363381350741,3.4738305024752894,3.4435354690234696,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.45477599323753,14.539306846999152,14.412510566356717
2016-07-25,2330,twse,d,2016-07-25,172.0,173.0,169.0,171.5,27180811,0.1048,9757,0,,,3.4637321579913496,3.494027191443169,3.4132404355716504,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.497041420118341,14.623837700760776,14.285714285714283
2016-07-26,2330,twse,d,2016-07-26,172.0,173.0,171.5,173.0,32736383,0.1262,12399,0,,,3.494027191443169,3.494027191443169,3.4637321579913496,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.623837700760776,14.623837700760776,14.497041420118341
2016-07-27,2330,twse,d,2016-07-27,175.0,176.0,174.5,175.0,36108136,0.1392,10896,0,,,3.534420569378928,3.5546172583468074,3.524322224894988,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.792899408284022,14.877430262045644,14.75063398140321
2016-07-28,2330,twse,d,2016-07-28,175.0,176.5,173.0,176.5,31138296,0.12,9647,0,,,3.564715602830747,3.564715602830747,3.494027191443169,49.51306630459973,3.73,11.830000000000002,-0.02312138728323676,0.07447774750227065,0.0011086474501107446,14.919695688926456,14.919695688926456,14.623837700760776
